"dif_rad","leaf_ai","rel_humidity","seasonality","hot_mean","dry_avg"
96.1645584106445,1.11210298538208,85.9340591430664,4062.45043945312,25.2165431976318,111.041725158691
95.811767578125,2.27529811859131,85.897346496582,9065.388671875,22.377628326416,332.484649658203
78.0225982666016,0.243355199694633,62.3237800598145,1484.90087890625,19.5490818023682,48.3877792358398
98.7195129394531,1.50822603702545,85.3228073120117,1683.50695800781,22.0644760131836,66.3227844238281
97.3122100830078,3.22279000282288,80.4081726074219,4569.07666015625,26.9841060638428,293.323089599609
88.9126129150391,1.01323997974396,85.7705001831055,2023.72875976562,25.8376808166504,83.2456283569336
66.9269714355469,1.26882898807526,72.7600936889648,3678.873046875,29.7177314758301,144.814270019531
80.0862426757812,0.810268580913544,75.7505264282227,2814.71850585938,29.4922618865967,75.3335723876953
102.914199829102,2.22219705581665,85.3780822753906,7162.5654296875,23.1139907836914,387.063873291016
94.0555725097656,3.73511290550232,84.7259826660156,8876.45703125,21.9099254608154,274.776397705078
95.4782333374023,2.49267601966858,84.2797393798828,10196.2802734375,24.025520324707,451.735961914062
97.0609817504883,1.48033404350281,76.874397277832,7241.4619140625,25.9685020446777,379.314453125
74.4677581787109,0,52.0510406494141,1631.17712402344,16.6752586364746,70.8298797607422
96.2692031860352,2.13596105575562,83.693733215332,2115.85424804688,26.6247482299805,126.638999938965
87.4475784301758,2.74095511436462,74.1464614868164,3087.23315429688,28.7022476196289,132.18359375
78.7827072143555,1.409952044487,73.2709732055664,5797.8291015625,28.6721954345703,195.460571289062
102.294097900391,1.78749704360962,81.6718063354492,5986.58544921875,21.6567611694336,266.440765380859
82.0908126831055,2.85178303718567,70.1014862060547,2616.28369140625,30.2659492492676,64.9299392700195
99.766242980957,3.57390999794006,83.8429183959961,6597.015625,24.3300094604492,273.417022705078
88.1510467529297,1.11210298538208,86.217658996582,3535.42895507812,25.3406810760498,141.575500488281
75.6954193115234,0,54.0648803710938,2542.06079101562,17.1122207641602,88.9621887207031
99.9733581542969,3.73963904380798,81.9443664550781,6651.865234375,25.3724346160889,221.593795776367
88.2953872680664,0.74486768245697,85.7543716430664,6003.26611328125,24.1990356445312,210.383056640625
84.8284530639648,0.727587699890137,74.0878295898438,2328.30541992188,29.5057353973389,68.5240325927734
91.6121368408203,1.97093999385834,86.1031723022461,2736.77294921875,25.9373455047607,91.9867095947266
85.3393936157227,1.44898295402527,83.5488128662109,4210.03857421875,26.7957592010498,124.803031921387
99.6035690307617,1.93040502071381,85.366813659668,7448.30224609375,21.5228214263916,381.899566650391
100.916198730469,1.11210298538208,84.9847183227539,4435.4169921875,22.6404685974121,124.434432983398
