"long","lat","bio1","bio12"
-71.0624999996895,-15.5625000002255,3.93683290481567,662
-71.7291666663615,-15.4791666668915,1.09049999713898,693
-73.6041666663765,-15.4791666668915,8.15716552734375,394
-69.0624999996735,-15.2291666668895,5.68383312225342,922
-69.0624999996735,-15.2291666668895,5.68383312225342,922
-69.0208333330065,-15.1875000002225,9.37883377075195,876
-70.3541666663505,-15.0625000002215,8.06333446502686,719
-69.2708333330085,-15.0208333335545,6.37316703796387,874
-69.2708333330085,-14.9791666668875,6.05216693878174,872
-71.1458333330235,-14.8125000002195,5.99583292007446,840
-69.1041666663405,-14.8125000002195,6.18349981307983,903
-74.2708333330485,-14.7708333335525,6.57283306121826,665
-74.4374999997165,-14.6875000002185,6.41083288192749,651
-74.3124999997155,-14.6875000002185,5.66349983215332,685
-73.8124999997115,-14.6458333335515,3.46799993515015,835
-73.8958333330455,-14.6041666668845,4.06483316421509,830
-71.6458333330275,-14.5625000002175,2.93849992752075,929
-74.2291666663815,-14.3541666668825,5.017333984375,780
-74.6874999997185,-14.3125000002155,6.32800006866455,645
-73.1874999997065,-14.2708333335485,6.72516679763794,912
-73.4374999997085,-13.8958333335455,6.15250015258789,949
-70.9374999996885,-13.8958333335455,2.89783310890198,881
-71.2291666663575,-13.8541666668785,3.36899995803833,893
-71.1874999996905,-13.7708333335445,1.38699996471405,944
-75.2291666663895,-13.5625000002095,5.19600009918213,656
-74.9791666663875,-13.4375000002085,3.82100009918213,751
-74.0208333330465,-13.3958333335415,7.51166677474976,946
-71.9791666663635,-13.3958333335415,6.61283302307129,868
-71.9791666663635,-13.3125000002075,11.3125,586
-75.1874999997225,-13.2291666668735,2.54299998283386,760
-75.0624999997215,-13.1041666668725,2.4779999256134,798
-74.9374999997205,-12.8958333335375,5.38883304595947,815
-74.9791666663875,-12.8541666668705,4.38000011444092,817
-75.5624999997255,-12.8125000002035,3.5460000038147,671
-76.1458333330635,-12.6458333335355,6.35349988937378,534
-76.1874999997305,-11.6041666668605,2.51349997520447,957
-75.6458333330595,-11.5208333335265,8.54983329772949,812
-75.8958333330615,-11.4791666668595,6.07999992370605,894
-75.7708333330605,-11.4375000001925,8.48050022125244,699
-75.8124999997275,-11.3958333335255,7.27916717529297,852
-75.9374999997285,-11.2708333335245,5.96433401107788,934
-75.9791666663955,-11.2708333335245,5.23150014877319,998
-75.9791666663955,-11.1875000001905,6.3105001449585,962
-76.1041666663965,-11.1041666668565,6.24049997329712,915
-76.1041666663965,-11.1041666668565,6.24049997329712,915
-75.9791666663955,-11.0208333335225,5.40033292770386,1061
-76.1874999997305,-10.8541666668545,6.22499990463257,1041
-77.2708333330725,-9.8958333335135,3.20983290672302,700
-77.6041666664085,-8.8958333335055,1.68099999427795,980
-78.6458333330835,-7.0625000001575,10.4603300094604,743
-78.5208333330825,-6.8125000001555,12.5856704711914,978
