"long","lat","bio1","bio12"
-67.4374999996605,-23.7708333336245,3.56116700172424,83
-65.7291666663135,-23.7708333336245,7.40433406829834,183
-67.6874999996625,-23.7708333336245,4.09083318710327,69
-67.4791666663275,-23.7291666669575,3.13183307647705,83
-65.4791666663115,-23.7291666669575,13.8944997787476,295
-67.6041666663285,-23.7291666669575,-0.171000003814697,97
-67.9374999996645,-23.7291666669575,10.0305004119873,46
-65.6458333329795,-23.6875000002905,6.85150003433228,196
-65.7291666663135,-23.6875000002905,8.24983310699463,177
-67.8958333329975,-23.6875000002905,8.38599967956543,50
-67.3541666663265,-23.6875000002905,4.31233310699463,81
-67.6874999996625,-23.6875000002905,2.88350009918213,78
-65.6041666663125,-23.6875000002905,9.98083305358887,195
-65.8124999996475,-23.6875000002905,10.0074996948242,166
-67.6041666663285,-23.6875000002905,-0.382499992847443,98
-67.8541666663305,-23.6458333336235,8.48799991607666,51
-67.2291666663255,-23.6458333336235,4.96233320236206,82
-67.6041666663285,-23.6041666669565,3.6961669921875,77
-65.8958333329815,-23.6041666669565,10.1653299331665,156
-65.8541666663145,-23.6041666669565,10.2194995880127,160
-65.3958333329775,-23.5625000002895,13.613169670105,277
-67.8541666663305,-23.5625000002895,8.59166622161865,54
-66.0208333329825,-23.5625000002895,10.5349998474121,151
-67.6874999996625,-23.5208333336225,4.49266719818115,65
-67.7291666663295,-23.5208333336225,4.02150011062622,67
-68.2708333330005,-23.4375000002885,13.9230003356934,32
-65.8124999996475,-23.4375000002885,10.4333295822144,164
-67.1874999996585,-23.4375000002885,5.4433331489563,83
-65.3541666663105,-23.4375000002885,13.3096704483032,243
-67.8124999996635,-23.4375000002885,3.70849990844727,72
-66.3541666663185,-23.3958333336215,9.25033378601074,132
-68.1874999996665,-23.3958333336215,14.0218296051025,36
-67.9374999996645,-23.3541666669545,11.9484996795654,45
-68.1041666663325,-23.3125000002875,13.9993295669556,40
-65.3541666663105,-23.3125000002875,12.9145002365112,205
-65.1041666663085,-23.2708333336205,5.08683300018311,278
-67.5624999996615,-23.2291666669535,3.5298330783844,78
-67.0208333329905,-23.2291666669535,6.64499998092651,92
-67.2291666663255,-23.2291666669535,5.57049989700317,83
-65.2708333329765,-23.2291666669535,11.4553298950195,210
-67.2708333329925,-23.1875000002865,5.43233299255371,82
-67.5208333329945,-23.1875000002865,4.02099990844727,80
-67.3124999996595,-23.1875000002865,4.86700010299683,83
-68.2291666663335,-23.1875000002865,13.8873300552368,35
-65.1874999996425,-23.1875000002865,7.60699987411499,252
-65.3124999996435,-23.1875000002865,12.0416698455811,199
-67.5624999996615,-23.1875000002865,3.70650005340576,82
-67.9791666663315,-23.1875000002865,12.7515001296997,46
-65.1041666663085,-23.1458333336195,8.4888334274292,267
-67.8541666663305,-23.1458333336195,7.4225001335144,54
-67.3958333329935,-23.1458333336195,5.49399995803833,77
-67.1041666663245,-23.1458333336195,5.01866722106934,94
-67.0208333329905,-23.1458333336195,5.79833316802979,98
-67.5624999996615,-23.1041666669525,3.38899993896484,80
-67.3958333329935,-23.1041666669525,5.41499996185303,77
-67.5624999996615,-23.1041666669525,3.38899993896484,80
-67.3124999996595,-23.0625000002855,4.98649978637695,83
-67.2708333329925,-23.0208333336185,5.28716707229614,83
-68.2708333330005,-22.9791666669515,13.7854995727539,34
-67.3541666663265,-22.9791666669515,5.02983283996582,80
-68.1458333329995,-22.9791666669515,13.8888301849365,40
